osis,official,overall,history,english,math
000000000,7SS,95.8,95.0,95.0,97.0
000000000,7SS,89.2,80.0,88.0,94.0
000000000,7SS,93.7,96.0,97.0,88.0
000000000,7SS,90.5,91.0,93.0,98.0
000000000,7SS,86.4,94.0,80.0,90.0
000000000,7SS,96.6,95.0,97.5,96.5
000000000,7SS,90.0,90.3,93.0,88.0
000000000,7SS,94.2,95.0,96.0,0
000000000,7SS,79.2,80.0,70.0,82.5
000000000,7SS,94.6,91.0,94.0,96.0
000000000,7SS,95.8,95.5,96.0,97.0
000000000,7SS,88.0,89.0,90.0,80.0
000000000,7SS,94.3,100.0,88.0,94.0
000000000,7SS,93.9,95.0,94.5,93.0
000000000,7SS,92.5,96.0,94.0,91.0
000000000,7SS,91.5,90.0,90.0,0
000000000,7SS,90.8,88.5,92.0,97.0
000000000,7SS,68.3,65.0,88.0,55.0
000000000,7SS,90.6,95.0,90.0,88.0
000000000,7SS,94.3,95.0,90.0,93.0
000000000,7SS,91.5,96.0,91.0,0
000000000,7SS,89.6,90.0,92.0,88.0
000000000,7SS,88.9,85.0,93.0,89.5
000000000,7SS,94.0,93.0,90.0,99.0
000000000,7SS,96.0,97.0,94.0,96.0
000000000,7SS,84.6,92.0,65.0,90.5
000000000,7SS,90.6,95.0,94.0,90.0
000000000,7TT,84.0,86.0,80.0,93.0
000000000,7TT,94.0,95.0,90.0,94.0
000000000,7TT,92.1,92.5,90.0,91.0
000000000,7TT,80.8,85.0,55.0,85.0
000000000,7TT,89.4,96.0,88.0,85.0
000000000,7TT,87.2,85.0,85.0,80.0
000000000,7TT,95.0,95.0,94.5,94.5
000000000,7TT,86.3,88.3,85.0,0
000000000,7TT,93.5,92.6,94.0,85.0
000000000,7TT,88.0,92.0,88.0,88.0
000000000,7TT,93.2,88.0,94.0,97.0
000000000,7TT,92.4,93.0,95.0,0
000000000,7TT,91.8,91.0,92.0,91.0
000000000,7TT,96.4,94.0,95.5,98.0
000000000,7TT,91.2,92.0,90.0,85.0
000000000,7TT,93.5,92.0,92.0,0
000000000,7TT,92.3,96.0,94.0,93.0
000000000,7TT,91.8,91.5,94.0,95.0
000000000,7TT,81.5,93.0,75.0,0
000000000,7TT,93.0,96.0,88.0,93.0
000000000,7TT,90.0,91.4,90.0,85.0
000000000,7TT,89.8,93.0,90.0,89.0
000000000,7TT,94.5,93.5,94.0,97.0
000000000,7TT,86.3,91.5,90.0,80.0
000000000,7TT,88.4,93.0,96.0,81.5
000000000,7TT,94.4,94.0,95.0,95.0
000000000,7TT,89.6,94.5,99.0,0
000000000,7TT,94.9,90.0,92.0,97.0
000000000,7TT,94.7,91.0,96.0,0
000000000,7TT,90.1,88.0,85.0,90.0
000000000,7TT,91.6,89.0,90.0,94.0
000000000,7TT,88.0,94.0,92.0,91.0
000000000,7UU,95.7,96.5,93.0,95.0
000000000,7UU,84.0,87.0,80.0,75.0
000000000,7UU,93.0,92.0,91.0,94.3
000000000,7UU,83.6,85.0,85.0,70.0
000000000,7UU,84.3,84.0,80.0,70.0
000000000,7UU,81.6,79.0,85.0,0
000000000,7UU,90.7,88.0,92.0,88.0
000000000,7UU,97.3,97.0,95.0,97.5
000000000,7UU,86.8,75.0,88.0,91.0
000000000,7UU,94.0,95.0,97.0,92.0
000000000,7UU,94.2,90.0,90.0,0
000000000,7UU,91.3,86.7,96.0,91.0
000000000,7UU,94.3,99.0,93.0,94.0
000000000,7UU,91.0,94.0,88.0,85.0
000000000,7UU,98.0,97.7,0,98.0
000000000,7UU,91.6,96.0,99.0,94.0
000000000,7UU,87.8,80.0,85.0,92.0
000000000,7UU,94.0,94.0,90.0,92.0
000000000,7UU,95.5,93.0,96.0,99.0
000000000,7UU,82.2,77.5,85.0,96.0
000000000,7UU,88.8,89.5,90.0,91.0
000000000,7UU,90.4,95.5,90.5,0
000000000,7UU,91.7,85.0,91.0,92.0
000000000,7UU,94.7,88.0,95.0,97.0
000000000,7UU,93.7,93.5,96.0,0
000000000,7UU,94.3,95.0,96.0,90.0
000000000,7UU,90.0,90.5,97.0,0
000000000,7UU,95.7,98.5,97.0,95.0
000000000,7UU,88.8,90.0,88.0,91.0
000000000,7UU,87.3,87.0,88.0,0
000000000,7UU,94.0,91.5,98.0,0
000000000,7UU,73.8,70.0,80.0,0
000000000,7UU,86.8,88.0,85.0,80.0
000000000,7WW,95.1,96.0,97.0,92.0
000000000,7WW,93.2,91.0,96.5,85.0
000000000,7WW,93.8,94.0,93.0,90.0
000000000,7WW,96.7,92.0,93.0,99.0
000000000,7WW,92.9,94.7,92.5,85.0
000000000,7WW,90.1,93.0,90.0,87.5
000000000,7WW,86.0,90.0,85.0,81.5
000000000,7WW,92.5,93.0,92.0,92.0
000000000,7WW,89.3,95.0,80.0,85.0
000000000,7WW,92.3,92.0,91.0,90.0
000000000,7WW,92.7,92.0,95.0,89.0
000000000,7WW,95.6,95.0,92.0,99.0
000000000,7WW,95.0,94.3,94.0,95.0
000000000,7WW,87.3,85.0,94.5,85.0
000000000,7WW,92.3,95.0,93.0,90.0
000000000,7WW,88.5,88.0,94.0,93.0
000000000,7WW,96.8,94.5,98.0,97.0
000000000,7WW,87.4,92.0,88.0,65.0
000000000,7WW,87.4,91.5,91.0,88.0
000000000,7WW,93.9,91.5,97.0,92.0
000000000,7WW,79.8,94.0,90.0,80.0
000000000,7WW,90.3,94.0,90.0,85.0
000000000,7WW,93.4,94.3,94.0,90.0
000000000,7WW,94.7,92.0,96.0,93.0
000000000,7WW,89.2,89.0,94.0,88.0
000000000,7WW,85.8,80.0,85.0,92.0
000000000,7WW,92.6,96.0,93.0,97.0
000000000,7WW,93.5,93.7,94.0,94.0
000000000,7WW,89.8,89.7,95.0,85.0
000000000,7WW,94.0,93.5,91.0,93.0
000000000,7WW,93.4,94.0,91.0,88.0
000000000,7WW,91.0,95.0,88.0,80.0
000000000,7XX,92.0,95.0,95.0,85.0
000000000,7XX,96.2,96.0,93.0,97.3
000000000,7XX,88.0,86.3,91.0,0
000000000,7XX,93.3,92.0,94.0,90.0
000000000,7XX,80.8,81.5,85.0,0
000000000,7XX,96.5,97.5,98.0,96.0
000000000,7XX,97.3,96.5,95.0,99.0
000000000,7XX,93.1,92.5,94.0,95.0
000000000,7XX,97.5,97.7,97.0,97.0
000000000,7XX,96.3,98.7,93.5,94.0
000000000,7XX,92.6,94.0,91.0,94.0
000000000,7XX,88.0,90.0,91.0,80.0
000000000,7XX,85.2,85.0,85.0,70.0
000000000,7XX,93.7,97.0,93.0,92.0
000000000,7XX,86.2,80.0,88.0,96.0
000000000,7XX,94.4,94.0,95.0,92.0
000000000,7XX,88.7,89.5,85.0,92.0
000000000,7XX,91.4,91.0,94.0,85.0
000000000,7XX,85.4,86.7,85.0,85.0
000000000,7XX,90.0,96.0,90.0,80.0
000000000,7XX,87.5,93.3,85.0,0
000000000,7XX,92.4,92.5,0,92.0
000000000,7XX,93.1,90.0,93.0,90.5
000000000,7XX,64.5,71.5,50.0,0
000000000,7XX,98.8,99.0,96.0,100.0
000000000,7XX,87.6,87.5,92.0,85.5
000000000,7XX,89.2,80.0,92.0,90.0
000000000,7XX,91.6,88.5,94.0,91.0
000000000,7XX,77.0,67.5,85.0,0
000000000,7XX,94.5,92.5,93.0,95.0
000000000,7XX,89.3,88.0,92.0,88.0
000000000,7XX,84.2,85.0,85.0,80.0
000000000,7XX,90.0,97.0,75.0,92.7
000000000,7XX,92.7,93.5,88.0,95.5
000000000,7XX,94.6,94.0,94.0,94.5
000000000,7YY,96.3,97.0,98.0,97.0
000000000,7YY,79.2,80.0,55.0,0
000000000,7YY,91.2,92.5,88.0,93.0
000000000,7YY,87.3,80.5,93.0,85.0
000000000,7YY,95.3,96.0,96.0,95.3
000000000,7YY,92.7,90.0,85.0,97.0
000000000,7YY,90.4,80.0,97.5,85.0
000000000,7YY,91.0,90.0,90.0,92.7
000000000,7YY,88.7,91.3,97.0,75.0
000000000,7YY,90.6,92.7,95.0,80.0
000000000,7YY,91.7,90.0,90.0,91.0
000000000,7YY,93.5,92.0,94.0,90.0
000000000,7YY,92.9,90.7,95.0,88.0
000000000,7YY,92.7,94.0,90.0,93.0
000000000,7YY,92.5,90.7,93.0,90.0
000000000,7YY,90.7,88.0,88.0,93.3
000000000,7YY,89.5,90.0,90.0,90.0
000000000,7YY,92.7,91.0,96.0,90.0
000000000,7YY,90.5,90.0,90.0,91.0
000000000,7YY,89.6,89.0,85.0,93.0
000000000,7YY,92.0,92.0,95.0,85.0
000000000,7YY,93.7,93.5,93.5,94.0
000000000,7YY,91.2,91.0,92.0,91.0
000000000,7YY,92.0,90.5,90.0,94.0
000000000,7YY,71.6,76.7,71.5,0
000000000,7YY,82.0,75.0,82.5,0
000000000,7YY,93.8,92.5,94.0,90.0
000000000,7YY,92.3,90.0,94.0,94.0
000000000,7YY,80.6,84.3,80.0,0
000000000,7YY,82.6,85.0,88.0,0
000000000,7YY,96.2,95.5,99.0,0
000000000,7YY,90.1,89.0,88.0,88.0
000000000,7YY,90.6,92.0,90.0,86.5
000000000,7YY,90.2,82.5,92.0,0
000000000,7ZD,67.7,0,50.0,0
000000000,7ZD,0,0,0,0
000000000,7ZD,52.5,55.0,55.0,0
000000000,7ZD,62.2,60.0,70.5,50.0
000000000,7ZD,0,0,0,0
000000000,7ZZ,90.7,90.5,91.5,0
000000000,7ZZ,94.1,95.0,95.0,93.0
000000000,7ZZ,96.1,99.0,98.0,96.5
000000000,7ZZ,94.8,93.5,0,91.0
000000000,7ZZ,89.6,93.0,75.0,91.6
000000000,7ZZ,91.4,95.0,90.0,89.7
000000000,7ZZ,91.6,93.0,91.0,85.0
000000000,7ZZ,86.6,91.0,85.0,75.0
000000000,7ZZ,83.0,90.0,85.0,80.0
000000000,7ZZ,89.4,94.5,90.0,88.0
000000000,7ZZ,93.8,93.0,90.0,93.0
000000000,7ZZ,61.0,70.0,50.0,50.0
000000000,7ZZ,91.5,93.5,91.0,90.0
000000000,7ZZ,87.5,90.0,90.0,75.0
000000000,7ZZ,94.5,96.4,97.0,95.0
000000000,7ZZ,91.0,98.0,93.0,88.0
000000000,7ZZ,94.8,91.5,90.0,96.3
000000000,7ZZ,85.0,91.0,90.0,77.5
000000000,7ZZ,88.2,89.5,90.0,80.0
000000000,7ZZ,97.8,99.5,96.0,97.0
000000000,7ZZ,93.7,90.0,95.5,0
000000000,7ZZ,89.0,81.5,92.0,96.0
000000000,7ZZ,93.7,94.0,93.0,92.0
000000000,7ZZ,96.7,98.0,97.0,95.0
000000000,7ZZ,87.5,85.0,95.0,80.0
000000000,7ZZ,92.4,93.5,95.0,93.5
000000000,7ZZ,94.2,93.0,95.0,96.3
000000000,7ZZ,87.6,88.0,75.0,92.0
